"19554035","互联网产品,UGC 质量,谷歌 (Google)","https://www.zhihu.com/question/19554035","用户数量真的是信息质量的敌人吗？","<div class=""QuestionHeader-detail"" data-reactid=""88""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""89""><div data-reactid=""90""><span class=""RichText"" itemprop=""text"" data-reactid=""91"">有免费的，用户数量很少，但是能持续生产高质量内容的UGC网站吗？ Google是什么base的？不是全体互联网用户这个大垃圾筒吗？ </span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""92""><!-- react-text: 93 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""94""><title data-reactid=""95""></title><g data-reactid=""96""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","13","121","226","6783","27/11/2017 14:45:43",
"19554411","知乎,生活,泡妞,网恋,异性交往","https://www.zhihu.com/question/19554411","如何在知乎上泡妞？","<div class=""QuestionHeader-detail"" data-reactid=""100""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""101""><div data-reactid=""102""><span class=""RichText"" itemprop=""text"" data-reactid=""103""><a href=""http://www.zhihu.com/question/20297817"" class=""internal"">如何在知乎找到对象？</a> <a href=""http://www.zhihu.com/question/20510661"" class=""internal"">如何在知乎上找到男/女朋友？</a> <a href=""http://www.zhihu.com/question/19695647"" class=""internal"">如何在知乎找男朋友？</a></span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""104""><!-- react-text: 105 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""106""><title data-reactid=""107""></title><g data-reactid=""108""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","95","128","2017","259089","27/11/2017 14:45:18",
"19556658","学习方法,能力培养","https://www.zhihu.com/question/19556658","数学方面的能力该怎么培养？","<div class=""QuestionHeader-detail"" data-reactid=""82""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""83""><div data-reactid=""84""><span class=""RichText"" itemprop=""text"" data-reactid=""85"">培养语感的方式是多看好的文学作品，数学呢？多做题？ <i><b>什么是真正的数学能力？</b></i>计算是数学？逻辑是数学？空间想象是数学？奥数是数学？....</span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""86""><!-- react-text: 87 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""88""><title data-reactid=""89""></title><g data-reactid=""90""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","84","115","6696","385930","27/11/2017 14:11:29",
"19557256","调查类问题,非诚勿扰（综艺节目）","https://www.zhihu.com/question/19557256","去过《非诚勿扰》的嘉宾，有什么感想？好玩吗？","<div class=""QuestionHeader-detail"" data-reactid=""82""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""83""><div data-reactid=""84""><span class=""RichText"" itemprop=""text"" data-reactid=""85"">这样才有助于让大伙们更加理解题目的所指~ 帮你们改好了题目，不谢</span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""86""><!-- react-text: 87 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""88""><title data-reactid=""89""></title><g data-reactid=""90""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","24","115","1661","786309","27/11/2017 13:51:09",
"19557797","史蒂夫·乔布斯（Steve Jobs）,苹果公司 (Apple Inc.),文化,英语,翻译","https://www.zhihu.com/question/19557797","「Stay hungry. Stay foolish.」最好的汉语翻译是什么？","<div class=""QuestionHeader-detail"" data-reactid=""100""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""101""><div data-reactid=""102""><span class=""RichText"" itemprop=""text"" data-reactid=""103"">已有很多汉译版本： “保持饥饿。保持愚蠢。” “我傻我知道，我穷我努力。” “求知若饥，虚心若愚。” “求知。守拙。” “不知足。不卖弄。” “谦。虚。” “物有所不足，智有所不明。 ” “致虚极，守静笃。” 等等等等。 最好的、最能传达原意的汉译是哪个呢？ </span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""104""><!-- react-text: 105 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""106""><title data-reactid=""107""></title><g data-reactid=""108""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","369","133","1858","780263","27/11/2017 15:01:29",
"19558840","创业,失败,经验分享,犯错,失败体验","https://www.zhihu.com/question/19558840","你从创业失败或犯错的经历中，得到的教训和经验是什么？","<div class=""QuestionHeader-detail"" data-reactid=""100""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""101""><div data-reactid=""102""><span class=""RichText"" itemprop=""text"" data-reactid=""103"">都说失败的经验比成功更有价值，不知各位可否分享一二？ </span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""104""><!-- react-text: 105 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""106""><title data-reactid=""107""></title><g data-reactid=""108""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","66","133","3979","225088","27/11/2017 12:25:32",
"19558881","史蒂夫·乔布斯（Steve Jobs）,硅谷,硅谷传奇人物,商业,说服力","https://www.zhihu.com/question/19558881","为什么乔布斯拥有过人的说服力和鼓舞能力？","<div class=""QuestionHeader-detail"" data-reactid=""100""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""101""><div data-reactid=""102""><span class=""RichText"" itemprop=""text"" data-reactid=""103"">看不少乔布斯传记，讲到他拥有所谓「扭曲现实力场」，这是怎么做到的的？说服和激励的关键在于什么？ </span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""104""><!-- react-text: 105 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""106""><title data-reactid=""107""></title><g data-reactid=""108""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","34","133","1326","71395","27/11/2017 14:32:02",
"19559789","地震,地震预测,地球,地质学,地球科学","https://www.zhihu.com/question/19559789","地震可以预测吗？","<div class=""QuestionHeader-detail"" data-reactid=""100""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""101""><div data-reactid=""102""><span class=""RichText"" itemprop=""text"" data-reactid=""103"">看到国内很多民间预测者做了一些努力，想要问的是，国家有没有能力预测，国外在这方面的发展又如何？有多少成功预测的案例？ </span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""104""><!-- react-text: 105 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""106""><title data-reactid=""107""></title><g data-reactid=""108""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","123","133","775","310768","27/11/2017 13:48:48",
"19561392","市场营销,心理学,社会学,消费心理","https://www.zhihu.com/question/19561392","人性的优点和缺点是什么？","<div class=""QuestionHeader-detail"" data-reactid=""94""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""95""><div data-reactid=""96""><span class=""RichText"" itemprop=""text"" data-reactid=""97"">想了解人性的优点和缺点都有哪些，如何在市场活动中加以利用这些点。</span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""98""><!-- react-text: 99 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""100""><title data-reactid=""101""></title><g data-reactid=""102""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","30","127","466","69847","27/11/2017 12:32:00",
"19562330","时间管理,高效工作,调查类问题,碎片时间,自我提升","https://www.zhihu.com/question/19562330","你是怎么有效利用碎片时间的？","<div class=""QuestionHeader-detail"" data-reactid=""100""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""101""><div data-reactid=""102""><span class=""RichText"" itemprop=""text"" data-reactid=""103"">比如等车的时间、开会的间隙、堵车的时候，大家有什么利用碎片时间的高招，一起学习下 </span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""104""><!-- react-text: 105 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""106""><title data-reactid=""107""></title><g data-reactid=""108""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","119","133","9747","277480","27/11/2017 14:08:01",
"19563079","创业,调查类问题,生活方式,理想,开店","https://www.zhihu.com/question/19563079","你想开一家什么样的店？","<div class=""QuestionHeader-detail"" data-reactid=""100""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""101""><div data-reactid=""102""><span data-reactid=""103""></span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""104""><!-- react-text: 105 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""106""><title data-reactid=""107""></title><g data-reactid=""108""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","501","133","5037","1023466","27/11/2017 14:52:30",
"19564133","男装,男性,发型,男士发型,男装搭配","https://www.zhihu.com/question/19564133","男士怎样改进自己的发型？","<div class=""QuestionHeader-detail"" data-reactid=""100""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""101""><div data-reactid=""102""><span class=""RichText"" itemprop=""text"" data-reactid=""103"">男士怎样改进自己的发型？粗眉毛像蜡笔小新一样，头发浓密，国字脸</span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""104""><!-- react-text: 105 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""106""><title data-reactid=""107""></title><g data-reactid=""108""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","211","133","59330","7975053","27/11/2017 15:05:08",
"19566237","UGC 质量,UGC,大众点评,豆瓣","https://www.zhihu.com/question/19566237","是什么动机让用户在大众点评、豆瓣、街旁、虾米等网站上分享评论？","<div class=""QuestionHeader-detail"" data-reactid=""94""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""95""><div data-reactid=""96""><span class=""RichText"" itemprop=""text"" data-reactid=""97"">这个问题是从Quora上搬过来的<a href=""https://link.zhihu.com/?target=http%3A//goo.gl/pzMjp"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">goo.gl/pzMjp</span><span class=""invisible""></span><i class=""icon-external""></i></a> 同时我还想请教一下大家，一个靠内容建设的网站，比如大众点评网，如何才能在前期积累起足够多有效的评论呢？ </span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""98""><!-- react-text: 99 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""100""><title data-reactid=""101""></title><g data-reactid=""102""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","17","127","821","42019","27/11/2017 13:49:41",
"19572195","社交网络,服务器,网站运营,网站成本","https://www.zhihu.com/question/19572195","一个用户量在十万、百万和千万级别的 SNS 网站，硬件方面的运营成本分别为多少？","<div class=""QuestionHeader-detail"" data-reactid=""94""><div class=""QuestionRichText QuestionRichText--expandable QuestionRichText--collapsed"" data-reactid=""95""><div data-reactid=""96""><span class=""RichText"" itemprop=""text"" data-reactid=""97"">想了解用户不同数量级别的sns网站，硬件运营成本大约需要多少花销？只需要大约的数字，不求准确，不需实名。</span><button class=""Button QuestionRichText-more Button--plain"" type=""button"" data-reactid=""98""><!-- react-text: 99 -->显示全部<!-- /react-text --><svg viewbox=""0 0 10 6"" class=""Icon QuestionRichText-more-icon Icon--arrow"" style=""height:16px;width:10px;"" width=""10"" height=""16"" aria-hidden=""true"" data-reactid=""100""><title data-reactid=""101""></title><g data-reactid=""102""><path d=""M8.716.217L5.002 4 1.285.218C.99-.072.514-.072.22.218c-.294.29-.294.76 0 1.052l4.25 4.512c.292.29.77.29 1.063 0L9.78 1.27c.293-.29.293-.76 0-1.052-.295-.29-.77-.29-1.063 0z""></path></g></svg></button></div></div></div>","6","127","416","22226","27/11/2017 14:59:50",
